        ID   English  Calculus   Physics Chemistry
     05890      94.3      89.9      92.4      63.8
     05891      54.4      12.9      90.5      75.9
     05892      88.2      49.4      10.8      82.2
     05893      73.7       5.6      28.5      28.9
     05894      80.4      34.1       4.4      82.5
     05895       9.4      66.3      80.3      54.6
     05896      64.1      18.8      37.5      85.1
     05897      80.7      77.3      76.8      18.1
     05898       9.1      85.9      20.4      17.2
     05899      30.3      35.1      29.3      51.8
     05900      11.5       7.1      38.9      97.2
     05901      58.3       0.8      76.5       4.9
     05902      53.8      41.6       2.5      28.7
     05903      28.1      16.5      72.9       3.1
     05904      33.3      35.9      95.1      60.0
     05905      18.2      72.2      20.7      23.3
     05906      89.6      51.2       1.6      79.0
     05907       2.9      54.6       1.7      92.9
     05908      22.8      94.2       3.5      12.4
     05909       3.7       0.8      44.4       4.2
     05910      46.7      89.6      32.9      21.6
     05911      36.0      27.4      85.0      74.7
     05912      89.7      13.9      63.9      56.0
     05913      98.9      97.5      89.1       6.7
     05914      42.1      98.7      10.5      11.3
     05915      61.7      42.8      39.0      44.4
     05916      62.8      25.8      37.2      18.4
     05917      84.7       4.8      35.0      91.4
     05918      72.3      44.0      63.1      10.2
     05919      21.9      22.6      94.4      23.5
     05920       0.6      55.2      94.5      75.2
     05921      52.7      10.0      90.2      56.6
     05922      39.8      58.7      27.4      91.4
     05923      14.2      65.4      97.0      20.8
     05924      73.8      14.4      60.8      68.3
     05925      91.9      64.5      92.8      79.5
     05926      22.5      91.6      11.8       5.9
     05927       7.3      53.4      33.5      11.7
     05928      72.4      56.0      13.3      85.7
     05929      47.5      46.4      78.8       7.2
     05930      27.5       0.7      11.6      97.3
     05931      94.6      45.0      39.0      21.9
     05932       9.2      32.0      81.6       1.1
     05933      46.3      57.5      82.3      74.8
     05934      59.4      65.6      25.4      11.5
     05935      45.8      11.3      27.7      12.5
     05936      50.6      17.1      79.6      45.0
     05937      69.6      35.0      48.8      72.6
     05938      76.1      87.6      30.6       2.2
     05939      62.8      74.6      86.3      64.8
     05940      73.5      63.4       8.2      92.4
     05941      55.9       2.6      45.1      58.2
     05942      64.7      82.8      49.5      72.0
     05943       5.8      82.6      31.8      45.2
     05944      94.0      41.8      26.1      91.8
     05945       6.5      62.0      39.0      39.3
     05946      50.9      49.4      29.7      18.7
     05947       7.0      77.7      45.8      94.0
     05948      32.6      51.1      45.0      55.1
     05949       8.0       8.0      66.3      57.8
     05950      50.3      45.8      17.0      11.8
     05951      35.2      60.0       6.3      95.9
     05952       0.7      57.9      43.7      78.1
     05953      44.3      66.5      35.9      33.5
     05954       5.9      91.0      50.8      82.9
     05955       8.9      93.1      67.6      72.6
     05956       2.0       6.8       6.9      32.6
     05957      34.6      72.2      39.3      87.5
     05958      91.3       3.4      46.6      38.5
     05959      89.5      72.7       7.1      84.6
     05960      35.2      49.4      85.4      83.6
     05961      15.0      84.4       0.8      73.9
     05962      23.1       7.9      10.6       8.4
     05963      33.9      77.3      82.8      59.5
     05964      35.8      20.7      91.6      50.7
     05965      39.9      85.4      32.6       7.7
     05966      43.4      19.2       8.2      60.0
     05967      66.6      11.7      33.2      71.3
     05968      45.2      60.0      77.2      40.1
     05969      78.7      24.5      58.4      70.3
     05970      55.3      84.3      68.4       4.1
     05971      25.4       4.6      32.7      21.7
     05972      48.5      76.6      75.6      98.8
     05973      66.0      40.1      78.9      80.2
     05974      31.0      50.1      38.8      67.8
     05975      78.3      16.7      11.9      79.5
     05976      19.0      78.1      93.2      41.7
     05977      73.5      47.9      95.5      23.0
     05978      38.1      79.9      98.7      36.5
     05979      40.4      97.9      53.5      64.8
     05980      86.0      84.6      81.7      42.7
     05981      46.7      11.2      36.2      82.8
     05982      17.0      82.9      28.0      66.0
     05983      12.9       6.6       2.1      31.6
     05984      92.9      79.6      66.5      32.9
     05985      13.0      71.3      86.9      54.6
     05986      76.5      76.6      98.9      18.0
     05987      96.9      73.3      75.7      91.0
     05988       2.6      14.1      97.6      99.6
     05989      50.5       9.1      11.1      60.5
     05990      51.9      60.1      19.6      45.6
     05991      63.5      49.4      71.3      65.8
     05992       5.9      65.9       6.7      33.7
     05993      59.3      19.9      99.2      91.5
     05994      88.8      86.9      42.7      52.2
     05995      57.6      71.7      24.3      41.9
     05996      98.5      36.3      29.5      13.3
     05997      24.1      92.0      30.3      13.5
     05998      30.3      45.5      45.2      77.6
     05999      33.1      64.0      63.5      10.6
     06000       8.8      19.8      11.1      91.4
     06001      20.3      59.2      58.7      30.3
     06002      47.9       7.8      15.4      24.6
     06003      53.8      86.2      50.5      59.1
     06004       3.4      68.4      95.1      58.3
     06005      89.7      10.2      56.7      63.5
     06006      87.7      98.5      83.2      69.5
     06007      37.5      30.6      91.3       1.3
     06008      34.9      72.3      89.9      11.7
     06009       9.4      66.2      84.0      14.4
     06010      78.8      56.1      34.1      98.1
     06011      73.2      32.1      12.8      24.5
     06012      53.0      26.8      90.8      60.9
     06013      30.2      77.4       9.5      52.3
     06014      87.3      16.3      75.7      74.7
     06015      72.8      30.5      66.8      40.2
     06016       8.1      50.7      79.1      33.1
     06017      68.6      33.4      72.2      45.5
     06018      64.0      99.2      28.3      13.9
     06019      79.6      22.1      85.8      45.4
     06020      50.2      34.9       5.8      58.3
     06021      79.4      74.9      11.5      45.1
     06022      89.3      36.8      91.2      34.5
     06023      58.8      88.2      76.0      61.4
     06024      12.0      47.2      61.5      95.7
     06025      57.8      65.2      60.3      58.5
     06026      22.0      20.5      28.5      35.2
     06027      45.0      37.2      15.1      93.5
     06028      15.6       5.4      38.4      68.3
     06029      82.4      19.5      10.7      24.5
     06030      35.1      66.7      44.2      98.5
     06031      82.1      60.6      10.3      46.3
     06032      41.6       7.3      42.5      49.4
     06033      86.3      88.4      15.7       8.6
     06034       4.4      83.4      89.3      95.1
     06035      86.3      26.2      70.9       5.5
     06036      81.5      88.1      31.5      66.8
     06037      57.7      33.5      65.2       8.3
     06038      30.0      64.0      63.2      41.8
     06039      60.7      65.8      47.4      60.9
     06040      10.5      58.9      56.2      89.1
     06041      20.6      24.4      97.0      52.3
     06042      84.6      45.7      40.5       2.1
     06043      22.8      16.3      25.7      38.1
     06044      76.6       0.2      63.5      13.5
     06045      42.6      61.2      19.1      62.3
     06046      64.5      32.8      40.9      93.5
     06047      71.1      18.7      85.6      81.0
     06048      50.2      57.0       0.1      62.7
     06049      92.8      53.5      57.9      72.8
     06050      81.9      53.4      15.6      76.6
     06051      47.1      57.4      20.4      64.5
     06052      18.5      57.7      27.7      28.5
     06053      81.9      80.1      24.0      97.1
     06054      21.6       0.0      39.0      22.3
     06055      73.7      22.7      97.1      55.5
     06056      42.4      67.8      56.1      20.4
     06057      67.5      61.2       1.6      32.2
     06058      46.2      65.5      38.2      96.7
     06059      27.4      77.7      15.1       0.7
     06060      66.2      31.0      59.0      84.1
     06061      98.2       0.9       8.3      67.7
     06062      64.0      72.1      37.6      20.8
     06063      23.7      18.3      50.3       4.4
     06064      25.7      51.1       3.6      90.7
     06065      81.7      77.7      31.3      84.1
     06066      75.5       4.0      93.4      28.9
     06067      51.5      69.9       2.1      60.3
     06068      92.1      63.2      71.7      34.0
     06069      99.2      46.3      78.4      24.6
     06070       7.9      27.3      85.5      68.7
     06071      72.1      74.5      75.3      94.2
     06072      74.1      28.4      78.8      37.9
     06073      31.2      44.2       6.3      73.2
     06074      93.1      90.0      72.9      90.7
     06075      47.5      27.8      58.0      26.2
     06076      54.6      32.7      97.3      37.8
     06077      70.4      48.3      53.7      14.1
     06078      44.9      70.1      64.4      97.9
     06079      53.5      75.4      27.0      95.4
     06080      91.3      61.2      46.3      10.3
     06081       6.7      55.5      90.8      21.3
     06082      93.8      73.2      15.1      62.8
     06083      56.6      37.2      51.1      14.5
     06084      64.6      31.0      84.3      68.6
     06085      49.4      59.0      32.1      23.9
     06086      21.9      86.3       7.2      10.2
     06087      14.2      93.2      63.0      29.4
     06088      51.6      81.4       5.4      65.9
     06089      78.6      41.6       1.6       7.3
     06090      38.3       5.9      63.4      59.6
     06091      61.3      92.6      29.5       4.8
     06092      62.3      73.8      54.2      15.7
     06093      68.6      42.0      45.5      19.7
     06094      55.5      85.1      20.4      14.1
     06095      96.1      62.9      34.5      24.3
     06096      96.7      36.9      93.5      44.0
     06097      47.1      43.2      24.1      42.2
     06098       9.0      11.5      76.9      21.1
     06099      42.0      25.9      15.5      59.8
     06100      89.7      49.1      23.1      55.2
     06101      14.4      34.8      13.3      36.1
     06102      93.8      11.2      21.4      57.0
     06103       5.8       8.3      97.9      68.1
     06104      28.1      33.7      23.1       6.3
     06105      60.1      62.4      65.5      10.4
     06106      34.5      41.6      56.0       9.3
     06107      84.8      18.6      83.4      76.2
     06108      40.4      30.7      93.4      38.5
     06109      97.0      71.3      24.8      31.1
     06110      40.7      22.0      31.0      41.3
     06111      36.0      79.7      54.5      96.9
     06112      46.5      87.4      65.9      46.6
     06113      90.4       0.9      56.1      92.1
     06114      68.5      98.5      84.8      97.0
     06115      61.0      98.8      22.6      91.4
     06116      66.4      26.3      81.9      75.6
     06117      61.4       0.1      25.2      44.0
     06118      44.1      77.9      56.4      30.3
     06119      95.9      28.2       4.3      88.5
     06120      73.1      31.9       1.8      43.1
     06121      62.8       9.1      79.8      58.8
     06122      56.2      59.2      39.5      48.8
     06123      69.1      86.9      49.2      89.5
     06124      47.8      47.2      35.9      62.5
     06125      15.8      82.8      42.5      33.6
     06126      54.3      76.8      66.6      37.1
     06127      48.4      79.0      41.3      31.4
     06128      49.3      55.7      67.4      15.6
     06129      29.8      82.0      78.7      74.6
     06130      82.2      82.1      32.8      47.6
     06131      54.1       3.9      96.0      11.4
     06132      62.0      87.6      34.5      79.4
     06133      83.2      40.9       0.5      37.3
     06134      55.1      51.2      22.6      11.7
     06135      52.2      77.4      34.3      63.8
     06136      26.2      50.6      85.2      43.5
     06137      89.4      62.6      97.5      67.6
     06138       8.4      41.1      79.8      93.1
     06139      79.1      50.0      98.6       7.5
     06140      99.5      28.3      17.7      13.3
     06141      73.4      42.5       3.8      55.0
     06142      69.4      87.4      65.4      91.3
     06143      33.8      31.0      31.5      20.8
     06144       6.4      35.6      74.1      73.7
     06145      13.2      32.7      99.0      95.7
     06146      29.3      49.2      60.4      36.9
     06147       8.1      34.7      24.6      17.5
     06148      61.7      11.0       7.8       6.1
     06149      64.1      85.8       0.9      58.9
     06150      72.3      57.2      92.2      54.2
     06151      37.7      49.7      48.9      59.1
     06152      75.1      13.6      84.2      40.5
     06153      33.6      91.2      42.8      44.2
     06154      98.7      59.6      55.8      29.9
     06155      98.1      81.1       7.3      82.6
     06156      23.6      87.7      47.6      27.7
     06157      97.7      26.8      16.5      70.4
     06158       4.3      28.5      88.7      61.4
     06159      30.8      99.5      10.7       2.7
     06160      76.0      18.4      23.8      30.1
     06161      92.8      72.1      89.3      75.4
     06162      70.9      86.3      79.8      24.2
     06163      67.8      47.1      74.3      50.0
     06164      12.2      89.2      87.6      44.6
     06165      84.6      78.6      73.0      23.4
     06166      47.2      51.7      76.2      16.2
     06167      80.2      37.3      83.7      90.8
     06168      91.0      16.8       0.4      87.3
     06169      57.1      97.6       0.4      40.6
     06170      33.3      93.6      46.9      35.4
     06171      18.4      33.3      49.0      88.8
     06172       4.0      46.5      95.9      10.1
     06173      68.7      61.3      40.9      16.7
     06174      36.9      47.2      23.2      20.7
     06175       9.9      15.8      68.6      42.7
     06176      17.6      75.2      60.8      76.2
     06177      17.2      82.8      84.1      33.5
     06178      21.2      31.3       6.8      76.2
     06179      93.7      64.5       6.6      77.9
     06180      89.1      26.3      64.4      80.8
     06181      63.1      54.8       5.3      78.8
     06182      50.2      47.9      91.6      33.4
     06183      83.4      83.4      50.3      93.2
     06184      28.5      57.6      87.4      46.7
     06185      38.3      10.6      91.2      49.0
     06186       7.9      56.6      34.1      79.4
     06187      54.8      49.9      53.3      77.0
     06188       4.1      80.0      68.2      25.8
     06189      69.3      59.5      12.9      89.1
     06190      95.1      55.9      87.4      75.1
     06191      85.8      28.2      47.4      41.9
     06192      15.4      87.0      60.0       9.5
     06193      44.3      44.8      38.2      57.1
     06194      23.0      25.0      71.9      76.2
     06195      26.9      65.4      95.9      89.1
     06196      99.3      61.5      40.1      59.9
     06197      54.7      93.5       0.6      25.1
     06198      67.8      59.1      66.5      45.8
     06199      24.3      84.2      31.0       4.7
     06200      93.7      79.5      61.7       9.4
     06201      61.2      91.0      36.7      69.5
     06202      30.1      31.3       8.6      25.0
     06203       5.6      87.4      59.4      65.4
     06204       8.7       0.8      36.2      90.6
     06205      57.6      44.2      65.3      96.5
     06206       8.4      19.7      45.1      25.0
     06207      18.2      82.5      24.1      96.5
     06208      61.0      47.4      13.2      29.1
     06209       1.3       7.9      15.0      85.3
     06210      41.2       6.7      79.2      68.0
     06211      52.3      23.6      81.0      52.3
     06212      95.1      30.0      84.8      30.4
     06213      54.0      54.6      92.9      99.2
     06214      36.0       8.1      76.5      64.5
     06215      71.6      79.4       2.7      52.2
     06216      18.3      39.8      58.6      59.1
     06217      44.5      67.6      66.2      59.6
     06218      69.3      71.7      10.1      18.1
     06219      31.4      81.0      10.1      10.9
     06220      74.4      60.3      66.2      87.2
     06221      52.4      61.5      56.7      78.5
     06222      52.8      44.5      63.3      94.3
     06223      66.7      60.5      48.3      60.1
     06224      29.9      27.0      48.2      74.8
     06225      39.1      83.6      56.6      13.6
     06226      11.5       9.9       8.4       9.4
     06227      49.2      46.4      30.5      33.2
     06228      61.2      41.0      65.2      39.9
     06229      31.8       0.1      89.0      24.2
     06230      35.7      18.0      58.8      34.7
     06231      42.3      66.6       6.5      20.6
     06232      93.2      45.5      14.6      35.0
     06233      95.6      77.9      37.8      24.6
     06234      54.3      37.1       4.3      47.9
     06235      65.0      22.4      77.9      43.5
     06236      54.1      70.4     100.0      62.4
     06237      38.0      40.1      33.4      17.0
     06238      30.1      23.0      35.3      15.2
     06239      79.4      11.0      68.8      28.3
     06240      45.6      48.5      79.5      34.5
     06241      98.3      22.7      97.0      54.3
     06242      27.6      41.1      67.7      51.3
     06243      72.6      97.4      80.1      57.1
     06244      25.1       1.0      55.2      57.9
     06245      53.7       2.4      82.4      39.8
     06246      89.2      79.3      98.8      80.0
     06247       6.6       4.7       9.0      55.2
     06248       8.8      55.4      97.2       6.1
     06249      30.6      83.7       7.4       8.7
     06250      79.5       6.8      35.4      54.3
     06251      89.3      94.7      88.7      95.1
     06252      56.3       5.7      78.0      42.0
     06253      94.9      84.9      23.2      35.8
     06254      65.2      41.7       9.5      52.2
     06255      36.4      79.8      33.7      43.0
     06256       9.0      18.7       2.1      32.2
     06257      83.2      73.7      58.5      85.5
     06258       6.5       5.1      61.0      58.3
     06259      45.2      52.6      85.3      37.7
     06260      91.5      47.5      51.6       0.9
     06261      81.9      75.7       5.9      24.6
     06262      60.5      44.5      42.8      76.3
     06263      95.1      95.4      11.4      16.1
     06264       2.0      19.2      61.8       8.4
     06265      15.5      90.1      22.0      18.3
     06266      90.1      63.5      21.5      11.6
     06267       2.8       5.2      99.8      23.8
     06268      23.1      93.2      56.8      87.0
     06269       0.1      39.7      49.4      91.9
     06270      37.9      82.1      10.7      35.3
     06271      50.4      28.6      61.4      77.5
     06272      74.7      48.0      29.2      69.3
     06273       2.2      40.2      48.3       0.9
     06274      78.1      25.8      40.1      24.2
     06275      47.0      13.6       2.9       7.6
     06276       8.0      52.6      93.6      60.2
     06277      35.1       8.7      32.4      74.0
     06278      89.4      19.1       6.6      88.4
     06279      68.4      68.7       8.3      16.6
     06280      44.2      85.4      98.4      90.8
     06281      22.6      22.4      59.4      56.0
     06282      71.5       3.4      50.8      87.0
     06283      14.8      29.3      68.3      84.5
     06284      73.4      94.9      19.1      70.9
     06285      41.8      65.2      27.6      63.7
     06286      62.5      50.7      55.7      10.0
     06287      78.9      31.5      51.6      76.7
     06288      23.5      73.7      18.2      53.7
     06289      23.9      12.1      97.8      85.8
     06290      68.4      21.8      91.1      79.7
     06291      63.4      43.3      43.2      98.3
     06292       3.8      54.2      90.5      22.1
     06293      87.3      60.1      63.1      38.1
     06294      29.3      97.6      53.2      56.2
     06295      50.0      64.7      52.4      74.4
     06296      15.2      48.9      88.4      59.8
     06297      40.2      58.4       0.3      19.5
     06298      44.6      11.3      73.6      90.5
     06299      86.2      69.4      57.4      65.1
     06300      60.5      44.3      59.1      53.5
     06301      30.8      71.3       1.7      30.1
     06302      15.0      67.1      61.5      29.6
     06303      61.8      74.7      73.1      48.8
     06304      66.9      19.2      56.6      85.8
     06305      28.8      93.6      64.5      57.0
     06306      94.6      91.9      70.0      15.3
     06307      11.8      73.1      31.6      19.0
     06308      86.6      78.5      26.9      17.3
     06309      50.7      85.8      14.9      20.6
     06310      51.0      92.9      33.1       0.6
     06311      17.2      99.8      54.6       2.9
     06312      89.1      53.3      23.7      37.6
     06313      68.9      31.6      95.9       6.8
     06314      60.9      35.5      39.3      42.0
     06315      86.4      53.9      70.2      76.1
     06316      39.2       0.4      44.8      98.7
     06317      48.0      86.9      49.8      19.7
     06318       1.8       7.2      52.4      18.2
     06319       8.4      58.3      42.2      42.7
     06320      56.9      43.8      20.9      87.7
     06321      78.3      14.3      88.4      19.3
     06322      99.8      11.2      28.3      23.6
     06323      25.4      99.7      33.1      70.8
     06324      22.9      71.7      72.5      28.2
     06325      51.2      56.7      71.2      49.3
     06326      26.5      85.7      76.3      87.4
     06327      14.9      59.8      16.3      57.7
     06328       1.1       4.3      66.8      27.9
     06329      61.3      17.8       8.2      68.8
     06330      83.9      90.2      26.1      55.9
     06331      69.5      92.1      12.9      62.6
     06332      95.5      19.3      57.3       4.0
     06333      22.6      19.7      37.0      83.2
     06334      42.2      11.1      90.5      98.6
     06335      40.6       9.2      89.6      21.2
     06336      30.0      35.2       3.6      76.8
     06337      69.7      20.6       2.0       4.4
     06338      65.2      67.9      26.5      56.5
     06339      65.3      57.7      86.7      69.1
     06340       0.8      57.3      24.0      31.7
     06341       0.4      83.6      45.0      31.0
     06342      13.2       8.7      43.2      97.0
     06343       5.8      70.5      17.9       9.5
     06344      73.5      11.7      35.1      58.9
     06345      21.9       6.8      31.9      23.2
     06346       4.9       4.8      72.1      86.5
     06347       7.5      20.3      71.0      57.6
     06348      58.0      65.0      90.2       3.2
     06349      47.4      44.6      36.9      12.0
     06350      84.0      70.5      51.7      22.0
     06351      82.4      12.9      74.2      80.6
     06352       4.8      19.1       6.5      54.4
     06353      14.2      91.9      67.1      49.8
     06354      10.0       9.0      58.1      72.3
     06355      36.3       2.1      40.5      13.6
     06356      53.1      35.3      81.4      87.2
     06357       6.7      71.4      75.2      54.3
     06358      44.8      39.2      34.5      75.9
     06359      55.3      71.5      63.7      56.0
     06360      95.1       5.1      99.4      41.6
     06361       7.9      88.8      57.7      13.4
     06362      61.7      42.0      23.1      69.3
     06363      37.1      66.6      47.4      68.6
     06364      98.5      97.2      90.0      30.4
     06365      89.8      85.9      63.7      90.0
     06366       9.0       4.2      38.2      63.0
     06367      46.7      51.3      77.6      89.7
     06368      67.8      17.7      97.3      31.0
     06369      73.8      37.5      42.7      37.1
     06370      77.6      37.7       1.5      38.5
     06371      67.5      19.8      77.1      78.6
     06372      37.5      79.0      35.8       6.1
     06373      42.9      27.5      30.5      96.0
     06374      52.8      47.3      65.4      21.4
     06375      46.6       5.4      50.2       6.2
     06376      74.1      33.9       9.1      43.6
     06377      54.7       4.5      20.3      76.8
     06378      53.4      27.9      79.7      70.4
     06379       7.2      47.5      88.9      18.5
     06380      51.5      85.9      92.5      19.9
     06381      44.1      12.0      98.8      98.6
     06382      79.5       1.8      58.1      50.3
     06383      60.2      44.1      78.3      35.6
     06384      34.7      73.6      50.5      86.7
     06385      38.3      81.5      33.4      13.9
     06386      80.9      21.4      25.8      58.1
     06387       1.7      25.4      36.9      33.2
     06388      79.8      20.6      89.1      36.6
     06389      71.7      45.1      75.0      62.0
     06390      80.5      51.0      46.3      38.2
     06391      41.6      12.4       4.0      99.2
     06392      11.1      90.3       9.9      65.2
     06393      83.9      88.1      73.9      32.3
     06394       3.9      80.8       5.7      29.8
     06395      94.5      86.0      21.1      19.3
     06396      46.4      42.5       8.0      91.3
     06397       3.2      84.7      16.2      58.3
     06398      33.8      59.3      10.6      63.5
     06399      59.6       6.0      19.1      66.5
     06400      52.3      87.5       8.6       3.7
     06401      52.7      79.1       4.4      89.0
     06402      16.3      81.2      28.5      73.1
     06403      12.1      73.1      24.0      41.8
     06404      41.2      83.9      29.5      55.5
     06405      34.7      15.7      43.8      99.4
     06406      23.9      15.0      29.2      43.3
     06407      21.4      41.0      58.0       2.3
     06408       7.2      81.3      82.5      22.1
     06409      36.7       1.3      90.5      93.9
     06410      51.0      98.8      20.3      71.3
     06411      52.0      98.6      36.6      82.6
     06412      99.9      79.3      67.9      83.6
     06413      26.3      17.3      94.5      44.1
     06414      73.8      96.7       9.3       9.6
     06415      79.5      95.6      44.9      99.8
     06416      98.7      15.2      11.3      40.1
     06417      61.6      26.2      99.1      57.0
     06418       6.7      11.6      87.6      26.9
     06419      79.1      25.5      16.8      96.8
     06420      37.8       1.9      25.4      35.3
     06421      87.7      51.1      74.1      98.0
     06422      60.8      46.9      25.0      67.9
     06423      69.0      14.8      38.1      89.6
     06424      89.3      31.4      29.7      54.0
     06425      77.2      99.5      99.2      10.9
     06426      13.6      90.2      83.3       4.0
     06427       9.2      28.0      81.8      24.1
     06428      74.4      87.0      37.2      98.4
     06429       9.3       8.9      99.5      24.1
     06430      13.7      22.7      83.0      47.0
     06431      37.4      18.9      85.7      92.3
     06432      30.5      19.7      92.5      78.5
     06433      36.8      97.6      10.8      17.6
     06434      69.4      37.3      81.1      94.0
     06435      32.4      93.9      38.3      70.9
     06436       7.2      14.2      19.7      35.7
     06437      26.9      98.4      90.0      75.0
     06438      20.6      11.9      62.0       0.6
     06439      39.1      94.1      83.5      38.7
     06440      64.3      50.0      22.4      65.6
     06441      93.2      16.7      34.4      65.2
     06442      33.5      31.2      43.3      68.9
     06443      23.5       6.0      97.1      41.7
     06444      14.2      65.7      80.3      38.3
     06445      95.6      75.9      16.3      15.9
     06446      54.4      93.8      67.0       4.0
     06447       7.4      37.0      59.3      28.2
     06448      89.1      19.9      26.9      40.9
     06449      87.1      55.4      64.0      69.2
     06450      84.4      47.5      21.1      13.1
     06451      76.0      96.4      55.1      54.1
     06452      43.5      49.4      54.7      87.9
     06453      45.2      80.6      38.1      53.0
     06454      46.9      26.6      40.9      58.7
     06455       2.9      93.4      80.3      57.9
     06456      74.6      40.3      89.5      99.9
     06457      19.5      53.0      22.8      26.5
     06458      62.4      87.1      47.5      14.2
     06459      32.4      34.8      80.7      13.7
     06460      78.7      49.9      44.9      60.1
     06461      43.0      91.9      57.8      26.6
     06462      80.5      28.9      82.7      24.9
     06463      96.9      42.2       9.0      33.2
     06464      41.8      62.2      53.8      79.4
     06465      38.7      29.9      19.2      93.7
     06466      43.0      64.6      74.3      12.8
     06467      21.6      92.2      15.4      37.0
     06468      37.4      67.6      21.7      88.9
     06469      79.0       4.0      53.4      87.2
     06470      98.7      89.0      58.3      41.2
     06471      36.7      70.6      84.4       5.8
     06472      76.7      55.6      73.3      32.2
     06473      89.4      92.0      21.3      40.3
     06474       4.6      72.3       9.6      15.2
     06475      87.6      23.5      60.8      42.0
     06476      32.7      58.5      82.2      49.6
     06477      42.9      95.0      65.6       8.4
     06478      50.9      26.6      20.3      89.4
     06479      22.1      94.8      51.1      69.5
     06480      73.8      27.0      43.0      57.0
     06481      69.0      75.7      72.0      96.6
     06482      33.8      12.0      30.6      21.6
     06483       0.9      32.3      73.6      20.1
     06484       6.1       0.2      59.7      41.5
     06485      14.4      71.3      53.1      42.6
     06486      62.5      70.6      99.0      87.0
     06487      47.5       6.8      72.6      29.2
     06488      85.8      31.9      47.4      87.1
     06489      23.2      64.9      94.2      89.8
     06490       0.8       2.2      91.8      58.8
     06491      97.8      80.3      59.1      41.4
     06492      31.9      31.1      79.7      79.5
     06493      20.0      20.3      15.0      75.9
     06494      34.6      37.0      47.0      16.8
     06495      61.4      88.3      57.8      78.4
     06496      82.9      34.0      91.7       2.7
     06497      79.7      71.2      60.3      20.5
     06498       9.2       8.8       2.9       4.2
     06499      33.4      92.0      25.3      98.2
     06500       6.2      64.2      35.2      50.2
     06501      64.0       2.4      70.0      24.6
     06502      61.6       7.4      97.7      72.4
     06503      19.0      32.3      51.6      51.4
     06504      43.3      28.8      68.4      31.3
     06505      24.2      49.8      51.5      54.0
     06506      11.3      29.0      96.3      28.6
     06507      29.8       7.1      75.7      48.6
     06508       1.0      94.8      53.0      56.5
     06509      40.0      23.7      62.4      18.7
     06510      22.7       2.7      49.7      78.9
     06511      13.7      45.4      59.2      55.4
     06512      73.7      88.1      22.7      27.2
     06513      97.8      24.4      43.1      76.7
     06514      55.4       8.8       4.5      49.1
     06515      14.3       4.6       7.4      48.1
     06516       3.7      79.7      74.3      92.5
     06517      96.5      20.6      37.6      40.1
     06518       3.9      10.4      70.0      55.8
     06519      86.4      78.5      11.3       5.9
     06520      81.9      88.2      88.5      13.3
     06521      31.6      81.1       5.5      12.2
     06522      22.8      24.5      30.0       6.0
     06523      89.8      36.1      16.8      99.7
     06524      17.0      45.1      69.8      40.2
     06525      88.0      69.3      56.8      68.5
     06526      42.7      80.4      93.8       5.8
     06527       3.0      55.6      66.7      50.9
     06528      85.2      78.0      95.5      96.0
     06529      88.8      19.3      71.6      51.5
     06530      13.8      75.7      18.4      91.3
     06531      47.3      98.1      62.8      50.7
     06532      76.4       8.4      15.0      55.8
     06533       9.8      48.2      57.3      90.4
     06534      19.7      55.5      45.7      60.1
     06535      43.6      51.2      21.1      42.5
     06536      50.8      13.1      43.3      68.5
     06537      87.8      67.2      51.9      14.5
     06538      91.0      64.4      28.9      25.2
     06539      45.4      60.2      73.3       6.8
     06540      48.2      21.1      45.2      55.7
     06541      30.5      69.0      55.2      62.8
     06542      23.5      33.6      86.9      62.3
     06543      68.2      16.0      51.7      69.4
     06544      53.6       0.9      21.2      28.2
     06545       2.4      60.6      20.0      63.9
     06546      97.0      32.6      87.8      28.8
     06547      83.7      25.1      86.0      88.3
     06548      97.9      85.3      54.2      97.9
     06549      88.2      39.5      69.0      42.8
     06550      96.4      32.4       2.2      51.9
     06551      86.9      32.6       8.8       0.1
     06552      65.9       7.5       9.8      32.7
     06553      94.0      49.8      58.5      46.3
     06554      74.6      69.4      31.5      37.7
     06555      48.2      89.9       7.3      65.5
     06556      21.6      27.0      74.0      68.2
     06557      24.6      87.9      67.5      71.5
     06558      70.7      40.3       0.5      67.6
     06559       5.2      15.9      53.7      84.3
     06560      20.1      51.5      31.4      99.2
     06561      45.4      42.9      13.7      30.2
     06562      32.8      83.9      31.6      60.4
     06563      99.8      15.3       6.3      67.4
     06564      21.9      29.6      25.7      97.3
     06565      22.3      20.1      61.2      36.5
     06566      68.5      37.7      66.0      38.0
     06567       0.1      90.2       4.7      85.5
     06568      72.6       8.7      24.9      85.9
     06569      80.4      36.4      41.7      49.2
     06570      37.3      44.0      65.0      27.6
     06571     100.0      57.6       6.3       1.2
     06572      31.8      50.1      29.5      75.5
     06573      14.7      37.7      77.4      54.1
     06574      81.0      20.4      22.2      16.0
     06575      11.8      47.0      75.4      10.3
     06576      25.0      23.7       9.4      71.6
     06577      41.9      39.9      75.0      17.6
     06578      31.3      92.2      93.5      84.4
     06579      70.9      89.9      59.5      29.9
     06580      98.8      75.6      91.6      21.7
     06581      10.5      15.1      60.5      18.8
     06582       3.2      24.7      51.8      85.3
     06583      28.9      39.9       4.7      96.7
     06584      99.8      20.6      93.1      64.3
     06585      79.5      73.3      38.1      69.5
     06586      51.8      70.9      37.4       6.5
     06587      50.9      10.3      87.8      65.5
     06588      19.2      39.9      21.0      99.5
